catalogNumber,recordedBy,scientificName,family,institutionCode,continent,country,stateProvince,county,municipality,locality
TULV13345,"W. Devia, J. Adarve",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento Fenicia, a 1 Km. vía Fenicia-Riofrío, El Crucero."
TULV13411,"W. Devia, C. M. Taylor, J. Adarve, J. P. Medina",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba Vereda San Cipriano. Reserva Natural río Escalerete. Montaje parcelas permanentes de investigación, transecto U y V (en la V 250-100 m. en la T 100-0 m.)"
TULV13424,"W. Devia, C. M. Taylor, J. Adarve, J. P. Medina",Anaxagorea,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, Vereda San Cipriano. Reserva Natural río Escalerete, Montaje parcelas permanentes de investigación, Transecto U (en la V)"
TULV13438,"W. Devia, C. M. Taylor, J. Adarve, J. P. Medina",Guatteria columbiana R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, Vereda San Cipriano. Reserva Natural río Escalerete, Montaje parcelas permanentes de investigación, Transecto U (en la V)"
TULV13446,"W. Devia, C. M. Taylor, J. Adarve, J. P. Medina",Unonopsis,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba Vereda San Cipriano. Reserva Natural río Escalerete. Montaje parcelas permanentes de investigación, transecto U (en la V 250-100 m. en la T 100-0 m.)"
TULV13470,"W. Devia, C. M. Taylor, J. Adarve, J. P. Medina",Anaxagorea,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, Vereda San Cipriano. Reserva Natural río Escalerete, Montaje parcelas permanentes de investigación, Transecto U (en la V)"
TULV13725,"W. Devia, J. Adarve, A. Cruz",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento de Fenicia, Km. 10 Vereda la Vigoroza"
TULV13820,"W. Devia, J. Adarve, A. Cruz",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento de Fenicia, Km. 10 Vereda la Vigoroza."
TULV14887,"A. Rudas, A. Prieto, C. Rodriguez",Oxandra xylopioides Diels,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Amazonas,Tarapacá,Tarapacá,Corregimiento de Tarapacá. Parque Nacional natural Amacayacu. Sector lorena (R. Cotuhé) bosque de tierra firme. Parcela permanente  #2. Cuadrado. E19.
TULV15032,W. Devia,Sin especificar,MORACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Salónica,"Corregimiento Salonica, parte alta  Vereda San Alfonso, Cerca de la Vereda Las Brisas,Cuenca del río Volcanes"
TULV15126,"W. Devia, J. Adarve, Salonica Verde",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Salónica,"Vía La Judea - La Zulia, Vereda Los Alpes"
TULV15142,"W. Devia, J. Adarve, Salonica Verde",Annona cherimolioides Triana & Planch.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Salónica,"Vía La Judea - La Zulia, Vereda Los Alpes"
TULV15149,"W. Devia, J. Adarve, Salonica Verde",Ephedranthus,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Salónica,"Vía La Judea - La Zulia, Vereda Los Alpes"
TULV15154,"W. Devia, J. Adarve, Salonica Verde",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Salónica,"Vía La Judea - La Zulia, Vereda Los Alpes"
TULV15600,G. Galeano,Anaxagorea crassipetala Hemsl.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Nuquí,Arusí,Corregimiento de Arusí. Estación Biológica El Amargal.
TULV15630,"G. Galeano, A. Moreno, G. Moreno, J. Perea",Duguetia  sp nov,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Nuquí,Coquí,"Corregimiento de Coquí, quebrada Trapiche al sureste de Coquí."
TULV15747,"W. Devia, J. Adarve, A. Cruz",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Santuario,San Rafael,"Planes San Rafael, Sector Manzanarez, finca Velandia, potrero las cabañas."
TULV15787,"W. Devia, J. Adarve. A. Cruz, V. Ledezma",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Santuario,San Rafael,"Vereda Planes de San Rafael, PNN Tatama, vereda la Cumbre, dentro de parcela ""U"""
TULV15864,"W. Devia, J. Adarve & A. Cruz",Annona,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca Gilberto Aristizabal"
TULV15870,"W. Devia, J. Adarve, A. Cruz",Rollinia,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca Gilberto Aristizabal"
TULV15917,"W. Devia, J. Adarve",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Santuario,San Rafael,"Vereda La Cumbre, Finca Chipre, Frente a la casa de Vidalio Ledezma"
TULV15929,"W. Devia, J. Adarve",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Santuario,San Rafael,"Vereda La Cumbre, Finca Chipre, Frente a la casa de Vidalio Ledezma"
TULV16039,"W. Devia, J. Adarve",Porcelia,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,El Dovio,Sin especificar,"Finca Tapias, de los Urdinolas."
TULV16077,"W. Devia, J. Adarve",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca la Loma, Propietario Gilberto Aristizabal"
TULV16153,"W. Devia, J. Adarve",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Versalles,Sin especificar,"Finca Sendero Ecológico, Aguas Lindas"
TULV16155,"W. Devia, J. Adarve",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Versalles,Sin especificar,"Finca Sendero Ecológico, Aguas Lindas"
TULV16160,"W. Devia, J. Adarve",Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Versalles,Sin especificar,"Finca Sendero Ecológico, Aguas Lindas"
TULV16194,"W. Devia, J. Adarve",Annona,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Zarzal,La Paila,Hacienda El Medio
TULV16531,"W. Devia, I. D. Devia, J. Diaz, J. Adarve",Porcelia,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,La Iberia,"Corregimiento La Iberia, Hacienda Casa Roja, vía Tuluá - La Iberia. En quebrada, bosque al norte de la casa."
TULV17937,A. Castaño N.,Duguetia,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 1, individuo 54 , Bosque Bernal."
TULV17941,A. Castaño N.,Annona,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Galicia,"Corregimiento de Galicia, finca La Loma, transecto 4, individuo 51, Bosque Bernal."
TULV28,I. Cabrera,Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Caquetá,Sin especificar,Sin especificar,Localizado en las Margenes del Riecito.
TULV1113,M. Monsalve,Guatteria latifolia (Mart.) R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Villacarmelo,"Corregimiento Villacarmelo, Vertiente Oriental de la Cordillera Occidental (bh-st) Precipitacion anual 2110 mm."
TULV1114,M. Monsalve,Guatteria latifolia (Mart.) R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Villacarmelo,"Corregimiento Villacarmelo, Vertiente Oriental de la Cordillera Occidental (bh-st) Precipitacion anual 2110 mm."
TULV1563,W. Devia,Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Versalles,Sin especificar,"Bocatoma Acueducto Municipal, Suroeste de Versalles."
TULV1800,L. E. Forero,Unonopsis floribunda Diels,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Litoral del San Juan,Palestina,"Corregimiento de Palestina, Hoya del río San Juan"
TULV1896,L. E. Forero,Guatteria collinia R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Docordó,Sin especificar,"Hoya del río San Juan, alrededores de Docordó"
TULV2103,W. Devia,Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Bajo Calima,"Corregimiento Bajo Calima, Granja Agroforestal."
TULV2143,W. Devia,Guatteria elegantissima R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Bajo Calima,"Corregimiento Bajo Calima, Granja Agroforestal."
TULV2180,W. Devia,Guatteria columbiana R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Isidro,"Corregimiento San Isidro, campamento CONIF."
TULV2181,W. Devia,Guatteria calimensis R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Isidro,"Corregimiento San Isidro, campamento CONIF."
TULV2182,W. Devia,Guatteria pacifica R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Isidro,"Corregimiento San Isidro, campamento CONIF."
TULV2183,W. Devia,Guatteria collinia R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Isidro,"Corregimiento San Isidro, campamento CONIF."
TULV2197,W. Devia,Rollinia mucosa (Jacq.) Baill.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Bajo Calima,"Corregimiento Bajo Calima, Granja Agroforestal."
TULV2198,W. Devia,Rollinia mucosa (Jacq.) Baill.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Bajo Calima,"Corregimiento Bajo Calima, Granja Agroforestal."
TULV2315,A. Gentry,Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Bajo Calima,"Corregimiento Bajo Calima, near San Isidro, N of Buenaventura, Carton Colombia concession, tropical wet/pluvial forest transition above mouth of Río Calima."
TULV2332,A. Gentry,Pseudoxandra pacifica Maas,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Bajo Calima,"Corregimiento Bajo Calima, ca. 10 Km. due N of Buenaventura, Cartón Colombia consession, transition between tropical wet and pluvial forest, transect 4."
TULV2367,A. Gentry,Anaxagorea,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Tumaco,Sin especificar,"INDERENA station, Km. 55 from Tumaco on road to Tuquerres, mature tropical forest being selectively logged."
TULV2373,A. Gentry,Sin especificar,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Bajo Calima,"Corregimiento Bajo Calima, ca. 10 Km. due N of Buenaventura, Cartón Colombia concession, transition between tropical wet and pluvial forest, transect 5."
TULV2446,A. Gentry,Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Tumaco,Junín,"Tumaco-Tuquerres road, W of Junin, tropical pluvial forest."
TULV2447,A. Gentry,Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Tumaco,Junín,"Tumaco-Tuquerres road, W of Junin, tropical pluvial forest."
TULV2463,A. Gentry,Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Bajo Calima,"Corregimiento Bajo Calima, ca. 10 Km. due N of Buenaventura, Cartón Colombia concession, transition between tropical wet and pluvial forest, transect 6."
TULV2562,L. E. Forero,Cananga odorata (Lam.) Hook.f. & Thomson,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Sin especificar,"Flora ornamental de la ciudad de Cali, perimetro urbano."
TULV2716,W. Devia,Guatteria alta R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Dagua,El Danubio,"Corregimiento El Danubio, Alto Anchicayá, laderas pendientes, cultivadas."
TULV2717,W. Devia,Guatteria alta R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Dagua,El Danubio,"Corregimiento El Danubio, Alto Anchicayá, laderas pendientes, cultivadas."
TULV2727,W. Devia,Guatteria alta R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Dagua,El Danubio,"Corregimiento El Danubio, Alto Anchicayá, laderas pendientes"
TULV2728,W. Devia,Guatteria alta R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Dagua,El Danubio,"Corregimiento El Danubio, Alto Anchicayá, laderas pendientes"
TULV2918,H. Cuadros,Annona,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes, reserva natural."
TULV3536,H. Cuadros,Unonopsis,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Bocas del Tigre,"Corregimento Bocas del Tigre, Quebrada Mondoyá"
TULV3793,W. Devia,Guatteria,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Yotoco,Sin especificar,Reserva Natural de Yotoco
TULV3794,W. Devia,Cananga odorata (Lam.) Hook.f. & Thomson,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento de Mateguadua, Jardín Botánico Juan María Céspedes."
TULV3831,W. Devia,Guatteria crassipes R.E.Fr.,ANNONACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Yotoco,Jiguales,"Corregimiento Jiguales, finca La Camelia."
